SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,Garage,Floors,Windows,PreviousSalePrice,IsLuxury,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Price
1190.2,1.671230273,3,670.03,29.32,5.74,59.45,5.15,87.59,2.44,6.68,6.24,5.08,0,0,1,13,296759.7975,0,False,False,False,False,376196.276
550.0,2.081040197,3,496.33,48.02,1.45,23.96,17.13,91.69,1.19,1.38,0.84,2.69,0,1,1,13,31862.95084,0,False,False,False,False,108316.6944
1505.89,4.53161158,1,1089.14,7.73,8.18,48.31,0.56,96.24,1.21,4.97,5.64,6.29,0,0,1,18,274610.9822,1,True,False,False,False,334478.0946
713.17,1.768622862,3,133.48,53.55,4.7,79.27,41.13,97.9,1.79,4.95,6.28,9.6,0,1,1,13,212024.2535,1,True,False,False,False,283290.1531
740.05,1.138505626,2,400.04,43.7,1.48,53.38,26.24,98.08,1.48,3.62,5.27,4.1,0,0,1,19,5854.219094,0,False,False,True,False,98930.37526
874.53,1.0,3,381.24,40.79,5.8,82.95,22.35,96.08,2.07,3.56,4.66,5.74,1,1,1,2,180441.0288,0,True,False,False,False,152308.4204
1148.28,2.399158299,3,504.35,90.37,5.64,107.73,38.62,85.57,1.03,1.67,0.85,2.64,1,1,1,25,320678.1147,1,False,False,False,False,312887.1419
1549.26,1.0,4,209.02,45.18,9.7,10.61,9.52,94.28,0.48,5.58,7.69,6.67,0,0,1,19,500448.5343,1,False,False,False,False,412601.1709
550.0,4.963092617,3,692.32,28.71,6.8,48.35,16.95,94.63,1.44,3.42,6.13,5.09,1,0,2,36,344889.3966,1,False,False,False,False,313766.7632
1556.12,1.693106791,2,424.17,49.12,7.33,28.06,8.45,95.1,1.2,6.08,1.49,3.74,0,0,1,17,201448.0371,1,False,False,False,True,294936.6514
1166.68,1.972668539,3,754.17,46.65,4.42,65.09,33.9,95.58,1.85,5.15,9.89,8.19,0,1,1,4,216760.1374,0,False,False,False,False,174489.4337
550.0,2.055769482,3,89.87,11.97,7.31,76.34,6.22,94.56,1.55,5.73,9.41,9.06,1,0,1,18,183008.2164,0,False,True,False,False,347081.426
550.0,2.26245714,4,275.19,54.0,6.32,28.92,18.11,91.18,1.5,5.18,2.86,4.57,0,0,1,10,249336.666,0,False,False,False,False,250347.5042
1243.56,2.895501061,3,1062.65,8.56,6.22,47.64,43.01,85.78,1.21,2.03,6.6,5.42,1,1,1,26,266991.8902,1,False,False,True,False,312197.9063
550.5,1.0,3,362.24,7.88,6.54,69.62,17.89,90.99,2.13,6.08,1.34,6.21,1,0,2,44,48894.81401,0,False,False,True,False,114322.0427
1114.74,1.145477981,3,392.83,22.19,5.03,24.38,1.21,92.41,1.5,4.89,5.2,6.49,0,0,1,11,271923.3133,1,False,False,True,False,329824.8013
550.0,1.632584218,3,301.44,7.88,8.9,106.99,24.28,98.09,1.36,4.79,3.78,5.93,0,0,2,26,54731.79713,0,False,True,False,False,128435.0644
641.92,2.027304787,4,728.7,1.13,8.73,92.3,15.02,99.07,1.51,5.51,4.39,5.5,0,0,1,4,387841.7319,0,False,False,False,False,220449.0188
1628.7,1.0,4,1050.53,22.52,4.62,63.67,22.81,99.9,1.4,2.94,7.48,4.75,0,0,1,21,250912.0961,0,False,False,False,True,250913.9224
1940.29,3.219858113,4,795.7,61.26,7.0,37.89,19.52,87.32,1.44,3.66,6.69,7.46,0,0,1,21,540145.099,1,False,True,False,False,682875.7818
790.7,3.788925989,2,498.91,38.64,4.06,86.05,41.41,93.65,0.93,4.82,1.61,2.62,0,1,1,19,189668.507,0,False,False,False,False,201340.6777
1551.28,2.563582951,4,443.14,47.68,8.93,3.39,6.16,94.93,2.18,6.58,3.67,6.45,0,0,1,7,396006.4445,1,False,False,True,False,539096.1489
1153.94,1.460690502,3,623.5,41.97,5.23,52.03,18.11,96.75,1.21,3.75,6.64,4.37,0,0,1,10,461460.3528,1,False,False,False,False,294615.7695
1624.02,2.092767281,3,347.64,9.1,7.8,67.38,15.4,90.63,2.21,5.19,5.67,7.54,0,0,2,19,430769.0248,1,False,False,False,False,450177.8117
550.0,1.0,1,560.02,38.62,5.63,108.95,1.18,99.78,1.53,3.37,3.15,3.74,0,1,1,22,35490.85796,0,False,False,False,True,146346.0614
550.0,3.177459448,3,557.79,62.83,5.8,60.27,39.71,91.16,1.95,3.32,5.25,4.67,1,0,1,12,101545.4125,0,False,False,False,True,184673.4119
1363.61,2.266842504,3,530.86,11.04,4.88,47.99,23.55,88.48,2.14,2.34,4.47,2.1,1,0,1,20,287608.8059,0,False,False,True,False,182683.8867
1205.99,1.0,1,507.84,9.83,7.33,29.47,6.05,92.38,1.46,4.2,3.89,4.52,0,1,1,17,5469.98901,0,False,True,False,False,88580.3812
963.94,1.689478753,1,468.17,24.81,8.24,49.8,11.99,90.25,1.6,5.14,3.92,4.46,1,1,1,19,54952.17335,0,False,True,False,False,169620.8021
2240.87,1.031013193,1,410.31,40.39,5.91,109.39,26.25,84.87,0.66,6.28,6.91,6.61,1,1,1,15,334293.9252,0,True,False,False,False,282253.0256
1331.4,1.392339529,4,554.89,8.65,6.0,81.42,1.28,98.69,1.82,6.84,8.13,9.87,1,0,1,18,366021.8892,1,False,False,False,True,379489.2465
550.0,2.612280156,4,705.59,24.42,6.3,46.64,14.38,98.59,1.06,2.23,3.65,4.64,0,1,1,4,113128.3905,0,False,False,False,True,165314.1196
795.13,1.303982161,3,1110.65,46.56,6.55,35.57,11.55,92.9,1.87,5.19,5.27,6.25,0,1,2,16,168800.3902,0,False,False,False,False,218544.2298
550.0,2.12827974,4,232.4,38.48,6.9,41.46,25.27,88.69,1.6,2.6,2.82,4.17,0,1,1,11,234898.3678,0,False,False,False,True,216691.1785
550.0,2.314482496,5,265.41,9.55,7.81,43.41,18.75,95.7,1.82,1.84,8.2,6.59,0,0,1,7,190625.1329,0,False,True,False,False,196674.5108
858.35,1.477449898,4,116.84,47.3,7.24,15.32,20.47,83.79,1.22,3.57,3.7,3.49,1,0,1,14,213288.0066,1,False,False,True,False,323896.9028
1476.04,3.02543034,4,393.1,68.22,10.0,29.88,15.71,82.16,1.46,4.1,5.45,4.63,0,1,1,23,540612.616,0,False,False,True,False,571365.9853
1351.18,1.964289987,3,477.29,15.57,10.0,38.05,16.75,88.04,1.69,5.25,9.82,4.86,0,0,1,7,205071.8985,1,False,False,False,False,321069.5453
2299.19,1.825428046,2,315.0,36.45,7.01,85.36,32.72,81.58,1.8,5.18,9.06,4.3,0,0,1,12,320523.9238,1,True,False,False,False,488214.642
550.0,1.146577118,4,952.15,51.97,6.99,14.32,9.84,92.79,1.21,6.16,8.0,7.99,1,0,1,6,190866.0411,0,False,False,False,True,267446.7827
550.0,1.615015836,4,42.76,25.54,7.73,29.8,29.89,88.63,2.28,4.94,6.6,3.13,0,1,1,18,524.03689,0,True,False,False,False,98094.58782
550.0,2.393027765,4,480.89,0.75,9.44,65.57,21.56,99.9,0.76,4.01,6.39,6.29,0,1,1,20,213407.352,0,False,False,False,False,220880.9254
550.0,1.0,2,55.33,11.54,7.24,48.84,40.58,96.66,1.09,3.54,2.7,4.02,0,1,1,14,125782.6905,0,False,True,False,False,162547.0472
1492.61,1.835527414,3,544.93,25.74,6.68,57.18,21.06,94.44,1.43,4.32,3.5,3.98,0,1,1,20,248286.9784,0,True,False,False,False,212750.9135
1065.43,2.701915158,2,849.67,8.17,3.29,78.26,33.08,88.8,1.28,0.74,2.55,6.22,0,0,1,23,353381.6915,1,False,True,False,False,308517.5187
970.23,1.932693583,1,151.53,24.83,2.92,16.5,5.09,88.94,2.26,4.87,5.61,6.86,0,1,1,11,191363.1674,0,False,True,False,False,262097.6178
1198.23,1.858242636,4,570.11,31.39,5.76,36.2,13.0,85.63,1.01,6.47,1.61,5.42,0,0,1,28,338412.9055,1,False,False,True,False,432917.1193
2237.66,1.409081109,3,723.54,18.76,7.58,46.68,0.87,84.33,1.37,3.36,6.3,2.38,1,1,1,11,435721.3769,1,True,False,False,False,492336.0882
1152.41,2.690550165,1,676.01,33.51,6.92,78.97,35.07,94.89,1.01,3.45,7.7,2.67,0,0,1,8,115548.2401,0,False,True,False,False,186324.8193
550.0,1.18907087,1,482.24,38.52,4.91,90.56,42.77,94.11,1.74,4.01,7.12,2.33,0,1,1,9,87771.20273,1,False,False,True,False,197471.5405
976.05,1.0,5,481.87,37.47,5.23,11.15,17.37,89.02,1.22,4.99,2.89,6.73,0,0,1,7,261240.7319,1,False,False,False,False,453849.3753
597.77,4.239372901,2,236.83,5.14,7.06,23.25,13.65,86.75,2.27,4.17,0.63,4.17,0,0,1,21,64612.57097,0,False,True,False,False,124956.8317
1170.91,1.739283902,3,368.51,22.73,5.1,3.38,16.55,95.91,1.16,7.01,4.47,4.7,0,0,1,3,371709.5387,1,False,False,False,True,489752.3503
868.81,2.585261194,2,191.56,31.67,8.42,41.32,13.12,86.79,0.68,2.44,0.97,3.01,1,1,1,9,327942.3978,0,False,False,False,True,266026.8228
1915.77,1.107585888,4,651.22,43.37,8.57,77.12,7.49,96.86,0.53,7.71,6.06,5.91,0,1,1,18,618672.2216,1,False,False,False,True,508327.047
956.98,1.565269775,2,120.84,40.09,3.87,10.64,27.17,88.99,1.32,2.5,8.39,5.79,0,1,1,23,159941.2371,0,False,False,True,False,161039.2134
1538.81,4.731176421,2,624.72,17.4,8.12,42.38,13.5,96.73,1.55,7.22,9.12,8.4,0,1,1,18,440634.7062,1,False,True,False,False,314442.0345
1191.59,2.027053537,3,324.28,45.84,5.56,1.26,31.09,99.9,2.29,4.76,10.0,8.27,0,1,2,27,328892.3425,0,False,False,True,False,394288.3338
634.81,2.480965039,5,623.14,36.13,8.15,8.96,15.25,93.55,0.69,7.73,10.0,7.85,1,0,2,41,342853.1214,1,False,False,True,False,411710.1671
1472.7,1.962368401,2,254.82,69.62,10.0,27.75,35.22,97.5,1.24,6.35,7.46,5.71,0,0,1,16,455609.4892,0,False,False,False,True,226005.4513
550.0,1.406700187,1,617.59,14.23,4.53,57.06,15.83,91.4,1.41,4.52,10.0,10.0,0,0,1,18,170777.771,0,False,True,False,False,240366.07
747.71,2.584191937,3,499.61,4.35,7.73,128.85,8.86,93.02,1.26,5.88,10.0,10.0,0,0,1,10,137578.3341,1,True,False,False,False,212176.5091
1142.34,2.311770231,3,543.48,42.96,9.3,25.78,0.76,94.98,1.87,6.32,9.77,5.47,0,0,1,7,324905.1287,0,False,False,False,True,265068.4697
1280.31,1.875373694,3,621.16,40.7,9.17,62.37,12.51,86.71,1.89,5.19,5.06,6.51,0,1,1,24,301955.4124,1,False,False,False,False,305549.9909
734.98,2.791589181,4,757.53,24.24,5.29,33.47,10.43,92.73,0.73,5.59,5.0,4.25,0,1,2,29,357857.4505,1,False,False,False,False,364630.6228
550.0,1.699246646,2,130.27,2.44,7.42,54.68,26.91,87.55,1.38,3.2,6.96,5.29,0,0,1,16,81728.58496,0,False,False,False,False,114903.9616
1646.72,2.019522321,3,581.83,41.02,4.96,62.51,10.11,98.88,1.26,3.92,7.1,6.82,0,1,1,17,400348.3466,1,False,True,False,False,303853.3608
1954.21,1.0,2,25.96,54.84,4.59,32.93,1.07,88.23,1.51,6.45,10.0,6.27,0,0,2,19,264237.169,0,True,False,False,False,261807.1939
1466.77,3.078264912,3,862.44,56.45,8.77,12.44,19.77,89.13,1.32,5.76,2.61,2.73,0,0,1,11,467686.5835,1,True,False,False,False,342115.0793
2067.52,4.839064125,4,454.9,15.09,6.96,10.96,3.04,93.35,0.96,7.25,2.39,5.95,0,1,1,13,887793.4894,1,True,False,False,False,886794.5153
955.63,1.359056178,2,698.47,69.0,5.78,68.63,8.89,90.19,0.96,6.55,7.31,8.53,1,0,1,8,246210.9726,0,False,False,False,False,271531.6073
1888.4,2.818435272,4,506.26,36.52,10.0,92.12,9.51,89.69,2.73,8.03,10.0,7.26,1,1,1,5,474813.2348,1,False,False,False,False,484487.3022
1115.24,5.154720781,2,852.38,20.23,7.93,29.12,16.19,99.25,1.24,9.01,6.06,4.44,0,1,1,11,366826.1634,1,False,False,False,True,525813.4096
2054.6,2.423509641,1,217.02,6.62,7.77,100.16,8.65,93.5,1.67,5.11,4.15,4.98,0,0,1,23,449067.9588,1,False,False,False,True,377484.9406
1216.64,1.0,5,706.24,0.11,10.0,51.22,49.81,91.66,1.15,6.64,5.58,5.98,0,0,1,18,334382.1046,0,False,True,False,False,381476.7155
1034.3,1.104604041,3,193.7,21.15,8.98,24.45,1.56,98.29,1.68,5.33,5.06,5.78,0,0,1,18,280297.0426,0,False,False,False,True,214599.2362
550.0,1.969267772,4,1018.14,17.88,6.77,7.94,13.92,96.73,1.17,7.05,4.38,6.98,0,1,2,22,189790.206,1,False,False,False,True,337640.8887
550.0,1.007111348,3,364.47,28.31,5.02,91.72,14.36,91.44,1.01,4.15,1.86,5.05,0,1,1,11,18504.52608,0,False,False,True,False,110779.6411
1645.35,2.511600878,2,560.93,7.52,9.15,27.54,5.29,92.67,0.93,5.76,7.55,8.85,0,0,1,19,346422.3733,0,False,False,False,True,257960.063
970.36,3.050024791,4,688.02,51.9,3.09,73.54,1.89,90.49,1.16,4.0,3.19,1.98,0,1,1,0,444427.4869,0,False,False,False,True,530379.033
1275.86,1.408279007,4,509.48,32.84,8.46,27.2,11.97,99.52,1.78,7.68,7.28,9.37,0,0,1,18,315186.6074,1,False,False,True,False,463631.9513
1092.67,2.067192302,4,963.26,21.94,10.0,61.41,15.54,88.35,1.97,8.83,1.88,4.36,0,0,1,3,314066.6652,1,False,False,True,False,353696.1047
799.86,1.377026893,2,405.79,12.91,8.53,79.72,5.26,99.9,1.61,3.39,8.07,5.57,0,1,1,12,141135.9924,0,False,False,False,True,211001.9668
873.98,1.737910601,4,778.0,17.31,5.49,4.73,1.78,96.91,0.74,7.51,8.89,10.0,1,1,1,11,409637.5445,1,False,False,False,True,326752.5584
1113.68,1.655995692,3,911.15,7.55,10.0,74.51,16.44,87.11,1.01,7.8,3.89,3.93,1,0,2,38,313352.88,0,True,False,False,False,210429.3823
1788.56,1.884695177,3,138.08,6.45,8.81,69.79,29.72,99.9,2.14,7.08,8.0,7.47,0,1,2,21,498430.9712,1,False,False,False,True,560996.5578
550.0,1.125123911,3,452.06,29.42,7.43,71.77,26.88,97.86,1.42,4.8,3.8,7.34,0,1,1,7,139194.6017,0,True,False,False,False,166410.2939
1551.51,3.005564594,2,285.33,45.07,9.15,59.96,8.5,78.98,1.87,5.59,7.5,9.57,0,0,1,14,463662.0609,0,True,False,False,False,244113.9497
550.0,2.027455985,4,420.18,18.43,8.05,34.09,43.21,83.65,0.55,4.79,7.99,6.37,0,0,1,18,477795.6529,0,False,False,False,False,261240.2269
1162.7,1.027098979,3,749.35,30.6,4.35,44.31,36.35,99.71,2.48,5.43,7.35,4.67,0,0,1,15,134424.6484,0,False,False,False,True,235908.2389
1757.2,2.145526467,2,279.56,37.26,9.01,11.34,14.39,83.28,1.36,8.46,8.53,10.0,0,0,1,8,411098.3294,0,False,False,False,False,257520.3555
568.77,1.537050762,3,58.05,75.0,4.49,0.02,6.3,87.0,1.9,4.77,5.77,4.71,0,0,1,14,166080.2134,0,True,False,False,False,197143.7222
1042.51,2.255735377,2,411.7,72.23,8.51,49.91,26.02,94.07,1.8,4.77,8.48,6.94,1,0,1,16,117791.016,0,True,False,False,False,247756.8597
1790.88,2.79443719,2,695.61,20.81,8.63,24.52,30.63,87.88,0.8,4.01,1.82,6.9,0,0,1,5,337761.8265,1,False,False,False,False,456965.1835
550.36,3.930831836,1,459.03,33.28,5.77,0.73,20.08,91.7,2.17,7.93,8.94,9.11,1,1,1,13,130780.0944,0,False,False,False,True,164736.9291
914.69,1.374287766,2,423.72,56.66,6.89,35.24,15.57,98.19,1.34,5.6,6.14,7.61,0,1,1,15,110871.7187,0,False,False,False,False,200664.6325
1742.26,2.924457025,3,691.85,12.64,9.28,54.45,9.81,92.47,1.01,5.4,9.96,7.32,1,0,1,12,374789.3545,1,False,False,False,True,463435.9881
1349.61,2.476436083,4,565.76,44.57,5.17,23.47,10.41,93.12,2.02,5.93,1.66,4.4,0,1,1,20,333621.4196,1,False,False,False,True,508459.2489
1216.55,3.020158941,3,94.0,31.08,6.71,37.08,7.25,99.9,0.67,2.29,1.14,4.07,0,0,1,14,469658.9233,1,True,False,False,False,637302.6847
1025.55,2.208620112,1,989.38,49.05,3.33,39.87,54.64,89.41,1.14,1.96,7.13,7.49,0,0,1,12,160486.9576,0,False,False,True,False,198609.3865
1569.56,2.732128952,3,989.79,21.47,9.04,30.48,17.42,91.78,1.37,4.98,10.0,7.05,0,0,1,10,487967.138,1,False,False,False,False,424946.0457
550.0,1.104816417,4,126.93,76.62,9.86,52.22,19.77,99.9,1.97,6.93,6.66,4.57,0,1,1,8,51907.85906,0,False,False,False,True,121001.2676
550.0,1.528832085,3,263.71,7.25,7.99,51.74,2.29,88.33,1.45,2.54,5.21,4.65,0,0,1,11,33154.04599,0,False,False,False,False,122436.7116
1452.3,2.033415868,3,446.97,57.55,6.46,77.95,16.42,89.84,1.44,5.46,5.65,6.83,0,1,1,14,394753.783,1,False,False,False,False,402016.5032
550.0,1.006560214,2,592.31,58.94,6.09,74.28,46.55,90.79,1.8,1.29,5.4,7.47,0,0,2,24,290300.5712,1,False,False,False,True,290806.1083
1358.29,1.826308756,3,825.28,30.44,3.31,26.15,0.97,88.27,1.58,3.66,1.64,1.65,0,0,1,16,295403.6981,1,False,False,False,True,506924.7007
598.21,1.0,4,433.83,49.93,7.05,10.66,8.89,93.02,1.62,6.71,3.04,6.56,0,1,1,14,67913.49848,0,False,True,False,False,123495.4622
1720.35,1.805128182,3,572.07,5.05,7.54,61.43,28.29,96.75,1.74,6.27,5.31,6.58,0,0,1,11,415678.0832,1,False,False,False,True,302869.711
828.63,3.500730797,3,459.08,35.9,8.72,58.92,36.29,90.56,1.35,7.06,7.28,4.67,1,0,1,4,453892.3027,0,False,False,True,False,277242.4891
1228.67,1.748903643,3,255.69,20.08,7.81,137.5,18.17,91.63,0.84,3.0,0.09,4.19,1,0,1,10,417785.7389,0,False,False,False,False,379378.2464
961.1,1.0,2,296.34,31.93,6.66,72.6,34.04,96.4,1.64,4.09,7.76,5.49,0,0,1,20,45286.14571,0,False,False,False,False,108440.3348
1410.31,3.535258018,2,275.38,32.4,8.82,13.88,7.01,91.88,0.26,5.52,6.27,7.21,1,1,1,6,304227.7269,0,False,False,True,False,251772.1898
1604.68,1.0,3,336.98,37.45,7.35,88.13,13.4,94.47,1.56,6.04,7.36,3.91,0,0,1,19,264346.5566,0,False,True,False,False,202492.5214
550.0,2.266691686,5,190.27,59.38,10.0,32.31,1.09,97.83,1.25,5.48,9.69,6.73,0,0,1,17,472388.0923,1,False,True,False,False,377092.29
550.0,1.0,3,15.38,70.51,4.67,110.45,28.26,85.81,1.39,2.45,8.79,2.36,1,0,1,16,88151.93254,0,False,False,True,False,136659.4539
550.0,2.276513057,4,626.52,18.89,9.23,62.49,17.54,90.36,1.78,3.04,7.52,7.71,0,1,1,14,188343.3958,1,True,False,False,False,269638.2659
550.0,1.570492693,5,264.77,6.6,9.6,34.79,23.71,99.9,1.81,5.18,6.03,6.23,0,0,1,17,347421.2141,0,True,False,False,False,222090.7098
1048.33,1.985677469,4,9.61,58.99,6.62,24.03,10.85,94.9,1.01,5.49,7.79,3.13,0,0,1,14,374525.4551,1,False,False,False,True,374402.1233
1488.72,2.236537749,2,410.18,33.2,6.67,13.65,10.1,99.9,1.16,6.32,4.07,3.48,0,0,2,21,343274.3532,1,False,False,True,False,342204.0772
644.33,1.767759052,3,155.4,9.84,7.97,61.88,8.5,94.97,1.53,3.54,3.46,3.83,0,0,2,30,114872.9599,0,False,False,True,False,153059.2789
735.97,1.0,4,144.0,43.21,5.99,90.38,45.42,98.31,2.02,3.53,1.57,6.18,0,0,1,9,143456.558,0,False,False,True,False,167060.5385
550.0,1.0,3,863.66,58.14,4.39,30.08,4.38,88.21,1.27,5.63,4.83,7.88,0,0,1,4,106239.4386,0,False,False,False,True,208066.991
550.0,1.53055204,3,121.95,45.67,6.81,7.5,14.48,91.19,2.16,3.13,8.74,6.38,0,0,1,10,117750.0781,0,False,False,True,False,209554.4884
550.0,1.915741684,4,262.5,66.56,5.59,13.19,22.56,96.38,1.25,3.8,5.32,5.14,0,0,1,15,210191.7816,1,False,False,True,False,371438.5382
1052.32,1.217644474,2,590.87,28.25,5.74,71.14,2.73,87.37,1.74,3.53,7.43,8.75,0,1,1,18,96500.23184,0,False,False,False,True,178009.8491
661.34,1.994637758,3,652.11,44.51,5.52,10.59,3.48,89.48,1.74,4.13,5.24,5.37,0,0,1,12,160888.6307,0,False,True,False,False,174835.0863
1965.06,2.599412995,4,438.83,14.38,6.81,120.75,3.47,93.05,1.69,4.47,5.78,7.38,1,1,1,11,524467.4484,1,False,False,True,False,404266.6567
550.0,2.120929902,4,782.01,28.96,5.95,61.33,13.88,99.9,1.1,5.34,3.82,9.11,1,1,1,17,220466.3325,0,False,False,False,True,261047.3999
1008.98,2.205272443,2,541.78,42.45,7.73,109.27,14.07,94.58,1.56,3.42,6.64,6.56,0,0,1,16,180590.8908,0,False,False,False,True,220347.0714
966.84,3.345799806,3,90.6,13.61,6.57,34.79,27.92,86.4,1.94,6.09,8.74,6.95,0,1,2,19,298779.5391,1,False,False,False,False,285884.5054
1528.68,1.0,3,113.22,37.26,7.13,27.43,18.1,99.36,1.82,3.23,2.22,5.87,1,0,1,10,232647.3393,1,False,False,True,False,315279.277
812.15,3.658329726,4,599.29,16.87,8.83,29.67,14.0,88.33,2.44,7.48,8.92,4.32,0,0,2,44,382256.9195,1,False,False,True,False,495148.1821
618.65,1.148517582,3,524.09,77.3,5.9,91.55,13.44,83.97,1.82,0.81,7.64,6.22,0,1,1,21,197873.421,0,False,False,False,False,247501.9945
1294.53,2.507633065,1,675.07,49.3,4.21,52.53,25.0,99.9,1.61,2.77,7.23,3.83,0,0,1,7,111682.031,0,False,False,False,False,151921.942
1044.63,2.330250405,5,522.58,5.25,9.45,24.99,12.63,97.91,1.95,7.28,6.07,4.6,0,0,1,15,531943.6824,1,False,False,False,True,530438.3597
1336.66,1.602641826,3,711.64,20.15,8.53,72.37,20.01,90.35,1.94,6.72,6.44,9.33,0,1,1,17,321585.2803,1,False,False,True,False,307908.9626
1016.92,2.089748088,3,255.18,26.51,5.46,15.09,12.43,96.81,1.05,4.44,4.25,5.28,0,1,1,19,215788.8395,1,False,False,False,True,400789.3699
1339.23,2.502782509,3,630.25,27.85,6.0,1.48,1.72,95.77,0.53,6.43,4.57,7.08,0,0,1,17,386570.5017,0,False,True,False,False,417432.9492
673.84,1.0,3,349.34,22.54,6.81,20.48,4.86,90.17,0.87,4.55,0.93,2.6,0,0,1,17,22376.63009,0,False,True,False,False,114373.1507
550.0,1.543216976,4,888.51,17.61,6.81,17.51,6.37,93.86,1.33,3.54,2.11,2.3,0,0,1,15,46233.16324,0,False,False,False,True,127798.6831
1438.94,1.708344045,4,298.56,37.04,9.5,56.77,11.2,94.71,1.14,5.88,6.48,6.43,0,0,1,23,239453.7986,1,False,True,False,False,427688.4335
682.53,3.089369351,3,873.23,37.13,8.0,48.83,13.8,96.48,2.01,6.61,4.53,5.85,0,1,2,30,286197.6503,1,False,False,True,False,339088.6206
550.0,3.924223733,1,621.84,52.63,5.68,89.9,6.02,90.35,1.92,6.11,9.13,4.96,1,0,1,12,39142.10022,0,False,True,False,False,109352.9138
1293.66,3.467817155,3,358.37,0.03,8.15,12.7,7.88,92.72,1.2,6.92,3.47,6.51,0,0,1,19,403691.3227,1,True,False,False,False,567889.104
1439.53,1.988237756,2,153.92,17.84,4.36,0.24,43.05,99.29,1.61,3.26,6.05,1.06,0,0,1,9,255300.5171,1,False,True,False,False,412837.757
550.32,1.923500836,1,833.79,29.54,3.44,24.09,9.6,99.9,1.7,2.29,3.31,6.16,0,1,1,22,58027.56097,0,False,False,True,False,153786.7746
986.07,2.136617852,3,71.57,24.76,7.23,141.09,19.69,89.45,1.9,6.24,8.2,2.16,0,1,1,11,320729.6216,0,False,False,False,False,233002.9048
550.0,1.123399606,5,1016.53,27.39,6.79,36.57,24.05,91.73,1.18,1.93,9.44,7.47,1,0,1,20,146985.5722,0,False,False,False,True,156320.3125
1492.0,5.295942087,3,610.47,17.85,7.26,1.82,7.29,84.79,1.11,10.0,6.87,8.2,0,0,1,14,818639.7382,1,False,False,False,True,468984.6839
1471.77,1.455270599,2,738.03,27.97,5.13,9.43,5.05,99.9,1.81,4.84,10.0,6.47,0,0,1,15,262729.6671,1,True,False,False,False,354867.3422
1686.26,2.545749249,3,631.84,24.09,7.37,18.49,4.16,89.98,1.84,5.09,10.0,10.0,1,0,1,10,371212.8715,1,False,True,False,False,454143.3559
764.69,2.702025134,2,600.05,45.4,6.3,5.45,23.63,92.76,1.43,4.25,2.7,5.71,0,1,1,8,61314.06072,0,False,False,False,False,142522.0527
1496.97,2.494885883,4,2.36,36.21,8.7,56.53,20.19,95.63,1.14,7.84,1.99,5.89,0,1,1,18,638079.8857,1,False,False,True,False,688892.6236
1119.09,1.0,3,525.71,5.43,10.0,56.01,24.92,95.73,1.69,6.47,8.43,4.65,1,0,2,28,334538.5261,1,False,False,True,False,398329.3149
583.25,3.852464259,1,503.48,34.81,6.63,24.36,26.0,96.16,1.89,4.47,6.5,4.65,0,0,1,16,124303.9335,0,False,False,False,False,250155.1266
966.69,1.256991893,4,583.37,33.42,6.26,19.26,16.82,97.61,1.41,4.99,1.96,3.79,0,0,1,8,244161.9048,0,False,False,False,True,254894.2626
792.58,1.0,4,809.23,39.59,4.94,14.98,2.07,99.9,1.11,3.55,2.91,1.27,1,1,1,12,313559.377,0,True,False,False,False,276114.303
1262.34,1.241396347,5,211.07,55.69,4.87,10.49,11.98,99.9,1.87,6.22,5.94,6.71,0,0,1,11,360245.0888,1,False,False,False,True,557539.1088
845.58,2.358655206,4,741.27,36.34,8.9,68.76,19.64,94.1,1.5,4.53,7.96,7.92,1,0,1,20,315686.2587,1,False,False,True,False,364494.1333
1016.68,2.970817977,3,1288.22,29.23,5.19,58.44,11.7,88.88,0.62,4.54,2.93,5.7,0,1,1,14,548888.5891,1,False,False,False,True,316276.3761
1337.26,2.600733521,4,159.82,20.92,8.32,44.41,1.65,97.15,1.96,7.11,6.22,5.73,0,0,1,6,594566.9352,1,False,True,False,False,560068.1806
574.97,1.494985804,2,728.27,14.94,2.85,34.67,19.46,90.29,0.61,1.53,10.0,7.05,0,0,1,5,61853.94057,0,False,False,False,False,139974.2133
1344.58,3.096885471,4,498.07,74.67,7.65,73.69,4.62,89.34,1.12,2.54,7.43,5.34,0,0,1,14,376722.9857,1,False,True,False,False,494547.4668
762.09,4.639227508,3,703.08,35.11,7.52,2.98,23.88,92.96,1.8,7.3,3.55,5.95,0,0,1,10,559938.5784,1,False,True,False,False,407645.5491
917.42,1.531715483,2,515.4,44.48,7.5,27.27,0.87,98.65,1.23,7.27,6.12,8.77,1,0,1,18,265516.3926,0,True,False,False,False,198408.6971
953.78,1.623211954,2,360.56,26.11,5.14,8.04,28.72,91.76,2.2,3.49,10.0,7.03,0,0,1,6,135806.6345,1,False,False,False,True,227843.7879
1411.82,1.312427865,3,805.63,53.04,8.66,19.78,7.49,89.49,1.31,2.79,4.11,4.93,1,0,1,1,284083.9271,1,False,False,False,True,497794.5131
593.45,2.893924734,4,333.42,70.86,6.01,23.82,11.24,90.89,1.16,4.85,8.92,7.83,0,1,1,9,368814.4016,0,False,False,True,False,268709.6545
